0.	0.
0.001	0.09495689054116446
0.002	0.3797322567841268
0.003	0.8541832954487699
0.004	1.5181672338228571
0.005	2.371541495766611
0.006	3.414163645082697
0.007	4.645891245623655
0.008	6.0665818633702635
0.009000000000000001	7.6760932255901935
0.01	9.474283331042143
0.011	11.461010204544651
0.012	13.63613187091626
0.013000000000000001	15.999506373941147
0.014	18.550992011643906
0.015	21.290447263652393
0.016	24.217730613517194
0.017	27.332700544788874
0.018000000000000002	30.635215608306346
0.019	34.12513465962677
0.02	37.8023166405184
0.021	41.6666204927548
0.022	45.71790515984463
0.023	49.9560297390266
0.024	54.380853599745116
0.025	58.99223613932293
0.026000000000000002	63.790036755082774
0.027	68.77411476534337
0.028	73.94432956275455
0.029	79.30054118658705
0.03	84.84260972324698
0.031	90.57039525914057
0.032	96.48375788067395
0.033	102.5825576742533
0.034	108.86665472628478
0.035	115.33590912317455
0.036000000000000004	121.99018095166105
0.037	128.82933051809488
0.038	135.85321872502865
0.039	143.061706575068
0.04	150.45465507081855
0.041	158.03192521488597
0.042	165.79337800987588
0.043000000000000003	173.73887445839395
0.044	181.86827556304578
0.045	190.1814423264371
0.046	198.67823579422372
0.047	207.35851753038557
0.048	216.22214944143767
0.049	225.2689934399478
0.05	234.4989114384837
0.051000000000000004	243.91176534961315
0.052000000000000005	253.50741708590388
0.053	263.2857285599236
0.054	273.24656168424013
0.055	283.3897783723604
0.056	293.71524078489483
0.057	304.2228116571085
0.058	314.9123538056195
0.059000000000000004	325.78373004704616
0.06	336.83680319800646
0.061	348.071436075119
0.062	359.4874914950016
0.063	371.0848322742728
0.064	382.8633212295506
0.065	394.82282123169335
0.066	406.963195687209
0.067	419.2843083073929
0.068	431.78602280703967
0.069	444.4682029009441
0.07	457.3307123039009
0.07100000000000001	470.3734147307047
0.07200000000000001	483.5961738961503
0.073	496.9988535150321
0.074	510.5813173019423
0.075	524.3434292082454
0.076	538.2850537778032
0.077	552.4060556404554
0.078	566.7062994260422
0.079	581.1856497644033
0.08	595.8439712853786
0.081	610.6811286188082
0.082	625.6969863945321
0.083	640.8914092423901
0.084	656.2642617951917
0.085	671.8154089911136
0.08600000000000001	687.5447163336752
0.08700000000000001	703.4520493875802
0.088	719.5372737175322
0.089	735.8002548882354
0.09	752.2408584643932
0.091	768.8589500107096
0.092	785.6543950918881
0.093	802.6270592726326
0.094	819.7768081205813
0.095	837.1035075067842
0.096	854.6070238649888
0.097	872.2872236899794
0.098	890.1439734765405
0.099	908.1771397194561
0.1	926.3865889135108
0.101	944.7721875534887
0.10200000000000001	963.3338021341741
0.10300000000000001	982.0712991503515
0.10400000000000001	1000.9845450995607
0.105	1020.0734067772885
0.106	1039.33775153935
0.107	1058.7774468034384
0.108	1078.3923599872464
0.109	1098.1823585084674
0.11	1118.147309784794
0.111	1138.28708123392
0.112	1158.601540273538
0.113	1179.090554321341
0.114	1199.753990797746
0.115	1220.5917174187862
0.116	1241.6036024570967
0.117	1262.7895142468703
0.11800000000000001	1284.1493211222996
0.11900000000000001	1305.6828914175774
0.12	1327.3900934668964
0.121	1349.2707956044496
0.122	1371.32486616443
0.123	1393.55217348103
0.124	1415.952585891147
0.125	1438.5259720252689
0.126	1461.2722010666662
0.127	1484.1911422597452
0.128	1507.2826648489133
0.129	1530.5466380785767
0.13	1553.9829311931423
0.131	1577.5914134370166
0.132	1601.3719540546065
0.133	1625.3244222903184
0.134	1649.4486873912438
0.135	1673.744618896019
0.136	1698.2120868923005
0.137	1722.8509615284765
