TotalDecays212Pb212Bi$1h$2h	6.862236142429125e6
TotalDecays212Bi212Po$1h$2h	2.9381225484559177e6
TotalDecays212Bi208Tl$1h$2h	1.6483940746641797e6
TotalDecays212Po208Pb$1h$2h	2.9381227108870326e6
TotalDecays208Tl208Pb$1h$2h	1.6041078746708066e6
TotalAlphaDecays$1h$2h	4.586516785551213e6
