0.	0.
0.001	0.02012927911516574
0.002	0.16045760666623923
0.003	0.5396105290700294
0.004	1.274517818934724
0.005	2.4804362568956835
0.006	4.270972735160402
0.007	6.758108419918012
0.008	10.052217606680774
0.009000000000000001	14.262087783384477
0.01	19.494951634029054
0.011	25.85649322441093
0.012	33.45088259861139
0.013000000000000001	42.38078582506845
0.014	52.74739231943545
0.015	64.65043281297365
0.016	78.18819622088878
0.017	93.45755599036828
0.018000000000000002	110.55398126002912
0.019	129.57155956747792
0.02	150.60301925338328
0.021	173.73973449785248
0.022	199.0717491759862
0.023	226.68783049329667
0.024	256.67545618444404
0.025	289.12081357774804
0.026000000000000002	324.1088116915769
0.027	361.72312790322127
0.028	402.04624249777277
0.029	445.15944018959215
0.03	491.1428086591717
0.031	540.0752393589504
0.032	592.0344591360957
0.033	647.0970825385414
0.034	705.3386084941651
0.035	766.8334274344188
0.036000000000000004	831.6549132797811
0.037	899.874959540514
0.038	971.5649132323956
0.039	1046.7948470963615
0.04	1125.633801376511
0.041	1208.1498238521053
0.042	1294.4099610356313
0.043000000000000003	1384.4799833390384
0.044	1478.4251675684177
0.045	1576.3095368007325
0.046	1678.1962083989656
0.047	1784.1473470781302
0.048	1894.224181639883
0.049	2008.4870472001128
0.05	2126.9953584465793
0.051000000000000004	2249.807690147606
0.052000000000000005	2376.981675457872
0.053	2508.5740678024786
0.054	2644.6408255136994
0.055	2785.237029606359
0.056	2930.416923927245
0.057	3080.2339895771693
0.058	3234.7407691597405
0.059000000000000004	3393.9891418262414
0.06	3558.0301015022187
0.061	3726.913933422692
0.062	3900.6901442115786
0.063	4079.407399993467
0.064	4263.113778967147
0.065	4451.856323613578
0.066	4645.68164603179
0.067	4844.635597011716
0.068	5048.763315791987
0.069	5258.1092563352595
0.07	5472.717137015873
0.07100000000000001	5692.630031425823
0.07200000000000001	5917.890252020482
0.073	6148.539512761224
0.074	6384.618756947869
0.075	6626.168451319966
0.076	6873.228334986474
0.077	7125.837657141206
0.078	7384.034937002523
0.079	7647.85821421926
0.08	7917.3447766592
0.081	8192.531455162974
0.082	8473.454317519814
0.083	8760.149148875766
0.084	9052.650615416374
0.085	9350.993120651308
0.08600000000000001	9655.210860501087
0.08700000000000001	9965.337051040926
0.088	10281.40462221083
0.089	10603.445955504167
0.09	10931.492699859245
0.091	11265.576303726753
0.092	11605.727355057634
0.093	11951.976125576919
0.094	12304.352411115386
0.095	12662.885319691444
0.096	13027.603795270423
0.097	13398.536061668807
0.098	13775.710051543774
0.099	14159.153222635585
0.1	14548.892364044954
0.101	14944.954152292437
0.10200000000000001	15347.364533670027
0.10300000000000001	15756.148986074148
0.10400000000000001	16171.33285066576
0.105	16592.940717625148
0.106	17020.996906348246
0.107	17455.525485587925
0.108	17896.549816768467
0.109	18344.09312855441
0.11	18798.178205144566
0.111	19258.827194052585
0.112	19726.062161871887
0.113	20199.90461287741
0.114	20680.375573692763
0.115	21167.496067439173
0.116	21661.28647520367
0.117	22161.76660029879
0.11800000000000001	22668.95623686585
0.11900000000000001	23182.875133455407
0.12	23703.542276148903
0.121	24230.97602329664
0.122	24765.194714819714
0.123	25306.216682757804
0.124	25854.05974273275
0.125	26408.740889894998
0.126	26970.277046989355
0.127	27538.685136748572
0.128	28113.981850370234
0.129	28696.183056223428
0.13	29285.304440013933
0.131	29881.361687447523
0.132	30484.37035502692
