1 255.836 41.3517 55.5722
3 767.951 116.103 169.032
5 1281.29 186.083 263.968
10 2570.02 314.909 456.155
25 6415.99 939.957 1106.81
50 12845.1 1790.85 2070.07
75 19338.6 2086.67 2498.43
100 25740.3 3615.1 3047.21
150 38764.5 3747.1 3797.44
